PartitionKey,RowKey,serialization_method,circuit_qubits,circuit_depth,circuit_size,qpy_serialization_success,num_qubits,gate_counts,width,name,pauli_gate_count,two_qubit_gate_count,two_qubit_gate_percentage,depth,density_score,idling_score,igdepth,diameter,radius,connected_components,max_degree,min_cut_upper,edge_count,node_count,average_degree,std_dev_adjacency_matrix,central_point_of_dominance,core_number,average_clustering_coefficient,average_shortest_path_length,pagerank,sparsity,locality_ratio,statevector_execution_time,statevector_memory_usage,statevector_transpiled_depth,statevector_transpiled_size,statevector_gate_counts,statevector_entropy,matrix_product_state_execution_time,matrix_product_state_memory_usage,matrix_product_state_transpiled_depth,matrix_product_state_transpiled_size,matrix_product_state_gate_counts,unitary_execution_time,unitary_memory_usage,unitary_transpiled_depth,unitary_transpiled_size,unitary_gate_counts,density_matrix_execution_time,density_matrix_memory_usage,density_matrix_transpiled_depth,density_matrix_transpiled_size,density_matrix_gate_counts,stabilizer_execution_time,stabilizer_memory_usage,stabilizer_transpiled_depth,stabilizer_transpiled_size,stabilizer_gate_counts,extended_stabilizer_execution_time,extended_stabilizer_memory_usage,extended_stabilizer_transpiled_depth,extended_stabilizer_transpiled_size,extended_stabilizer_gate_counts,statevector_saved_execution_time,statevector_saved_memory_usage,statevector_saved_transpiled_depth,statevector_saved_transpiled_size,statevector_saved_gate_counts,blob_url,statevector_saved_entropy,statevector_saved_sparsity
circuits,000316fce91dd73d0100a3b0e9bc3f58559de75c180f304d51047cb106e933b4,qpy,21,257,517,True,21,"{""x"": 203, ""h"": 47, ""mcx"": 180, ""ccx"": 10, ""cx"": 37, ""barrier"": 7, ""u3"": 8, ""swap"": 4, ""cp"": 28}",37,HierarchicalCircuit_4gens,203,69,13.16793893129771,257,-0.021400778210116732,0.47693162868260147,257,21.0,11.0,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]",39,20,384,21,36.57142857142857,49.472060314118906,0.0,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20}",1.8285714285714285,10.661904761904761,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20}",1.2476190476190476,0.5954198473282443,None,None,None,None,None,None,1.9094595909118652,64084,240253,254568,"{""h"": 103, ""ccx"": 7730, ""u2"": 58452, ""cx"": 117597, ""tdg"": 28720, ""t"": 28720, ""rz"": 4510, ""p"": 8230, ""u3"": 278, ""rzz"": 90, ""x"": 110, ""barrier"": 7, ""cp"": 28}",None,None,None,None,None,None,None,None,None,None,3.1621251106262207,64084,356394,408991,"{""cx"": 164193, ""rz"": 177212, ""h"": 67375, ""x"": 203, ""barrier"": 7, ""sx"": 8}",2.1437156200408936,64084,296054,314551,"{""h"": 59095, ""ccx"": 7730, ""t"": 57440, ""cx"": 117833, ""tdg"": 57440, ""x"": 203, ""rz"": 5687, ""p"": 9115, ""barrier"": 7, ""sx"": 8}",None,None,None,None,None,https://inferqstorage.blob.core.windows.net/circuits/00/000316fce91dd73d0100a3b0e9bc3f58559de75c180f304d51047cb106e933b4.qpy,,
circuits,00033d4cdcca4fcd7f3e7d569a00450bb4189688fcc7e93a4659e13d8ca505c5,qpy,30,154,1099,True,30,"{""u2"": 2, ""x"": 1, ""isometry_to_uncompute_dg"": 2, ""h"": 47, ""cp"": 541, ""barrier"": 4, ""rx"": 15, ""rz"": 165, ""cz"": 8, ""u3"": 15, ""cx"": 131, ""swap"": 22, ""ry"": 150}",32,circuit-325143960-376943,1,702,63.64460562103355,154,0.28280340349305866,0.5829004329004329,154,2.0,1.0,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]]",37,32,505,30,33.666666666666664,1.3458743543799985,0.0,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22, ""23"": 23, ""24"": 24, ""25"": 25, ""26"": 26, ""27"": 27, ""28"": 28, ""29"": 29}",1.160919540229885,1.2137931034482758,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22, ""23"": 23, ""24"": 24, ""25"": 25, ""26"": 26, ""27"": 27, ""28"": 28, ""29"": 29}",1.267816091954023,0.5158658204895739,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,https://inferqstorage.blob.core.windows.net/circuits/00/00033d4cdcca4fcd7f3e7d569a00450bb4189688fcc7e93a4659e13d8ca505c5.qpy,,
circuits,000350e53c1590cf741182245be091a39e35f44eba7a540f3b412cfe3c00ce5c,qpy,24,60,421,True,24,"{""TwoLocal"": 1, ""barrier"": 1, ""rx"": 40, ""cy"": 380}",24,HierarchicalCircuit_2gens,0,380,90.04739336492891,60,0.5101449275362319,0.4111111111111111,60,2.0,1.0,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]]",23,23,276,24,23.0,1.0236403207049043,0.0,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22, ""23"": 23}",1.0,1.6884057971014492,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22, ""23"": 23}",0.7644927536231884,0.1895734597156398,None,None,None,None,None,None,0.0033044815063476562,64084,59,420,"{""barrier"": 1, ""rx"": 40, ""cy"": 380}",None,None,None,None,None,None,None,None,None,None,0.004572629928588867,64084,67,578,"{""barrier"": 1, ""rz"": 118, ""sx"": 80, ""cy"": 380}",0.0043201446533203125,64084,65,559,"{""barrier"": 1, ""p"": 60, ""sx"": 80, ""cx"": 380, ""rz"": 20, ""s"": 19}",None,None,None,None,None,https://inferqstorage.blob.core.windows.net/circuits/00/000350e53c1590cf741182245be091a39e35f44eba7a540f3b412cfe3c00ce5c.qpy,,
circuits,00036838f869d4c195b77a3e72805d61b433e637bebfbab05bf19017cfc4a29f,qpy,23,29,42,True,23,"{""h"": 16, ""cx"": 25, ""barrier"": 1, ""x"": 1}",30,HierarchicalCircuit_2gens,1,25,58.139534883720934,29,0.03918495297805642,0.8650674662668666,29,17.0,9.0,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]",5,1,25,23,2.1739130434782608,0.2925479686302866,0.5238095238095238,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22}",0.08571428571428572,6.8063241106719365,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22}",0.08498023715415019,0.9302325581395349,None,None,None,None,None,None,0.0005080699920654297,64084,28,33,"{""h"": 7, ""cx"": 25, ""barrier"": 1, ""u2"": 1}",None,None,None,None,None,None,None,None,None,None,0.0005030632019042969,64084,29,34,"{""h"": 8, ""cx"": 25, ""barrier"": 1, ""x"": 1}",0.00044798851013183594,64084,29,34,"{""h"": 8, ""cx"": 25, ""barrier"": 1, ""x"": 1}",None,None,None,None,None,https://inferqstorage.blob.core.windows.net/circuits/00/00036838f869d4c195b77a3e72805d61b433e637bebfbab05bf19017cfc4a29f.qpy,,
circuits,0003803c3afe0db2ebe7c68b17ff5a53d696eb3f41fd4eb8e9f971f94155c8ba,qpy,4,5,8,True,4,"{""A(\u03b8=0.941)"": 1, ""h"": 3, ""c_Q**1"": 1, ""c_Q**2"": 1, ""c_Q**4"": 1, ""QFT\u2020"": 1}",7,HierarchicalCircuit_1gens,0,3,37.5,5,0.4666666666666666,0.35,5,None,None,"[[0], [1], [2], [3]]",0,0,0,4,0.0,0.0,0.0,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}",0.0,0.0,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}",0.6666666666666666,0.75,0.0007522106170654297,64084,29,34,"{""h"": 17, ""ry"": 1, ""cu"": 6, ""cx"": 6, ""cp"": 3, ""unitary"": 1}",,0.0003974437713623047,64084,6,8,"{""unitary"": 3, ""cp"": 3, ""h"": 2}",0.0007493495941162109,64084,29,34,"{""h"": 17, ""ry"": 1, ""cu"": 6, ""cx"": 6, ""cp"": 3, ""unitary"": 1}",0.00035262107849121094,64084,6,8,"{""unitary"": 3, ""cp"": 3, ""h"": 2}",0.0007305145263671875,64084,31,58,"{""rz"": 27, ""sx"": 12, ""cx"": 8, ""x"": 5, ""cz"": 2, ""h"": 2, ""cy"": 2}",0.0008018016815185547,64084,38,65,"{""p"": 31, ""sx"": 15, ""ecr"": 4, ""x"": 3, ""rz"": 2, ""cx"": 8, ""h"": 2}",0.0011107921600341797,64084,29,34,"{""h"": 17, ""ry"": 1, ""cu"": 6, ""cx"": 6, ""cp"": 3, ""unitary"": 1, ""save_statevector"": 1}",https://inferqstorage.blob.core.windows.net/circuits/00/0003803c3afe0db2ebe7c68b17ff5a53d696eb3f41fd4eb8e9f971f94155c8ba.qpy,3.5386237692187517,1.0
circuits,000397fe358a76d363de8c89b7deb499241ace1a4fe5bcc7897379200c0f1154,qpy,23,411,987,True,23,"{""u2"": 23, ""u"": 23, ""barrier"": 14, ""r"": 46, ""cx"": 313, ""x"": 183, ""ry"": 30, ""cz"": 15, ""h"": 24, ""mcx"": 154, ""ccx"": 14, ""rz"": 130, ""rx"": 32}",23,circuit-179448254-459221,183,328,32.76723276723277,411,0.028533510285335097,0.7014704326668783,411,25.0,14.0,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]]",28,1,197,23,17.130434782608695,43.09032023121082,0.45539468505975683,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22}",1.667883211678832,7.845849802371541,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22}",1.9782608695652173,0.6143856143856143,None,None,None,None,None,None,0.2616846561431885,64084,32603,35292,"{""u2"": 7821, ""barrier"": 14, ""r"": 46, ""cx"": 16245, ""ry"": 30, ""x"": 169, ""cz"": 15, ""h"": 38, ""ccx"": 1106, ""tdg"": 3808, ""t"": 3808, ""rz"": 676, ""p"": 1442, ""u3"": 42, ""rzz"": 14, ""rx"": 32}",None,None,None,None,None,None,None,None,None,None,0.4216339588165283,64084,48739,57170,"{""rz"": 24728, ""sx"": 239, ""barrier"": 14, ""cx"": 22881, ""x"": 183, ""cz"": 15, ""h"": 9124}",0.29302215576171875,64084,40003,43702,"{""p"": 1628, ""sx"": 239, ""barrier"": 14, ""rz"": 1106, ""cx"": 16273, ""x"": 183, ""cz"": 15, ""h"": 7920, ""ccx"": 1106, ""t"": 7616, ""tdg"": 7616}",None,None,None,None,None,https://inferqstorage.blob.core.windows.net/circuits/00/000397fe358a76d363de8c89b7deb499241ace1a4fe5bcc7897379200c0f1154.qpy,,
circuits,0003efe81d667a98b5012fe969da8ba50986f7f1a1908253f5b14b97848fc2ce,qpy,27,115,746,True,27,"{""h"": 23, ""cz"": 51, ""barrier"": 3, ""RealAmplitudes"": 1, ""cp"": 21, ""ry"": 135, ""rz"": 135, ""cx"": 380}",27,circuit-400708837-376943,0,452,60.34712950600801,115,0.2665551839464883,0.5806763285024155,115,8.0,4.0,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]]",31,6,324,27,24.0,1.8621913257372242,0.01889066489066489,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22, ""23"": 23, ""24"": 24, ""25"": 25, ""26"": 26}",1.0098211668132513,2.0712250712250713,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22, ""23"": 23, ""24"": 24, ""25"": 25, ""26"": 26}",1.066951566951567,0.4539385847797063,None,None,None,None,None,None,0.00600743293762207,64084,135,682,"{""h"": 23, ""cz"": 51, ""barrier"": 3, ""ry"": 48, ""cx"": 404, ""cp"": 21, ""u3"": 135}",None,None,None,None,None,None,None,None,None,None,0.01009225845336914,64084,183,1300,"{""h"": 23, ""cz"": 51, ""barrier"": 3, ""sx"": 366, ""rz"": 414, ""cx"": 446}",0.010114908218383789,64084,183,1300,"{""h"": 23, ""cz"": 51, ""barrier"": 3, ""sx"": 366, ""rz"": 101, ""cx"": 446, ""p"": 313}",None,None,None,None,None,https://inferqstorage.blob.core.windows.net/circuits/00/0003efe81d667a98b5012fe969da8ba50986f7f1a1908253f5b14b97848fc2ce.qpy,,
circuits,0004330d8986d4cef0a845c1265e24f88a5dd7804f5432c577f43b62fcd3fc9e,qpy,25,101,370,True,25,"{""h"": 10, ""cp"": 45, ""barrier"": 2, ""x"": 1, ""ry"": 121, ""cz"": 23, ""cx"": 95, ""rz"": 75}",25,HierarchicalCircuit_3gens,1,163,43.81720430107527,101,0.09612211221122112,0.7691089108910891,101,19.0,10.0,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]]",12,1,83,25,6.64,1.4243361401017667,0.5217391304347826,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22, ""23"": 23, ""24"": 24}",1.1279373368146215,6.706666666666667,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22, ""23"": 23, ""24"": 24}",0.62,0.9032258064516129,None,None,None,None,None,None,0.0033860206604003906,64084,98,295,"{""h"": 10, ""cp"": 45, ""barrier"": 2, ""ry"": 46, ""x"": 1, ""cz"": 23, ""cx"": 95, ""u3"": 75}",None,None,None,None,None,None,None,None,None,None,0.006513357162475586,64084,223,802,"{""h"": 10, ""rz"": 341, ""cx"": 185, ""barrier"": 2, ""sx"": 242, ""x"": 1, ""cz"": 23}",0.006462812423706055,64084,223,802,"{""h"": 10, ""p"": 249, ""cx"": 185, ""barrier"": 2, ""sx"": 242, ""rz"": 92, ""x"": 1, ""cz"": 23}",None,None,None,None,None,https://inferqstorage.blob.core.windows.net/circuits/00/0004330d8986d4cef0a845c1265e24f88a5dd7804f5432c577f43b62fcd3fc9e.qpy,,
circuits,000448c44961d9bb362a2835d5f9bc605802d2b6e7fbbcc0a042b0e943414c15,qpy,12,137,427,True,12,"{""u2"": 12, ""u"": 78, ""cx"": 221, ""barrier"": 9, ""r"": 48, ""h"": 8, ""rz"": 28, ""rx"": 32}",12,circuit-165172345-376942,0,221,50.68807339449541,137,0.20769741207697415,0.5571776155717761,137,4.0,4.0,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",11,11,66,12,11.0,2.9642611450077183,0.0,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11}",1.0,2.4545454545454546,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11}",3.303030303030303,0.6743119266055045,0.00374603271484375,64084,136,415,"{""u2"": 12, ""cx"": 221, ""u"": 66, ""barrier"": 9, ""r"": 48, ""h"": 8, ""rz"": 28, ""rx"": 32}",,0.0037958621978759766,64084,136,415,"{""u2"": 12, ""cx"": 221, ""u"": 66, ""barrier"": 9, ""r"": 48, ""h"": 8, ""rz"": 28, ""rx"": 32}",0.0037679672241210938,64084,136,415,"{""u2"": 12, ""cx"": 221, ""u"": 66, ""barrier"": 9, ""r"": 48, ""h"": 8, ""rz"": 28, ""rx"": 32}",0.0037713050842285156,64084,136,415,"{""u2"": 12, ""cx"": 221, ""u"": 66, ""barrier"": 9, ""r"": 48, ""h"": 8, ""rz"": 28, ""rx"": 32}",0.006247997283935547,64084,169,719,"{""rz"": 313, ""sx"": 176, ""cz"": 2, ""x"": 1, ""cx"": 219, ""barrier"": 9, ""h"": 8}",0.0060689449310302734,64084,174,724,"{""p"": 97, ""sx"": 177, ""cx"": 221, ""x"": 1, ""barrier"": 9, ""rz"": 220, ""h"": 8}",0.0072438716888427734,64084,136,415,"{""u2"": 12, ""cx"": 221, ""u"": 66, ""barrier"": 9, ""r"": 48, ""h"": 8, ""rz"": 28, ""rx"": 32, ""save_statevector"": 1}",https://inferqstorage.blob.core.windows.net/circuits/00/000448c44961d9bb362a2835d5f9bc605802d2b6e7fbbcc0a042b0e943414c15.qpy,11.398531575746738,1.0
circuits,00044a7c82093dc33492fd026689a37317ef01f68742ae30df3fee7a763bafc6,qpy,42,174,702,True,42,"{""u3"": 21, ""cx"": 46, ""h"": 71, ""cp"": 288, ""barrier"": 4, ""u2"": 13, ""x"": 2, ""isometry_to_uncompute_dg"": 13, ""ry"": 50, ""cz"": 198}",55,HierarchicalCircuit_5gens,2,532,75.3541076487252,174,0.1261564339781329,0.8028188286808976,174,4.0,2.0,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]]",41,1,405,42,19.285714285714285,1.503630494572667,0.052033667993371065,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22, ""23"": 23, ""24"": 24, ""25"": 25, ""26"": 26, ""27"": 27, ""28"": 28, ""29"": 29, ""30"": 30, ""31"": 31, ""32"": 32, ""33"": 33, ""34"": 34, ""35"": 35, ""36"": 36, ""37"": 37, ""38"": 38, ""39"": 39, ""40"": 40, ""41"": 41}",1.5172340875449355,2.1335656213704994,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22, ""23"": 23, ""24"": 24, ""25"": 25, ""26"": 26, ""27"": 27, ""28"": 28, ""29"": 29, ""30"": 30, ""31"": 31, ""32"": 32, ""33"": 33, ""34"": 34, ""35"": 35, ""36"": 36, ""37"": 37, ""38"": 38, ""39"": 39, ""40"": 40, ""41"": 41}",0.4099883855981417,0.37393767705382436,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.013393878936767578,64084,411,1767,"{""rz"": 741, ""sx"": 135, ""cx"": 620, ""h"": 70, ""barrier"": 4, ""x"": 2, ""cz"": 199}",0.013458251953125,64084,411,1781,"{""p"": 621, ""sx"": 141, ""rz"": 129, ""cx"": 621, ""h"": 70, ""barrier"": 4, ""x"": 1, ""cz"": 198}",None,None,None,None,None,https://inferqstorage.blob.core.windows.net/circuits/00/00044a7c82093dc33492fd026689a37317ef01f68742ae30df3fee7a763bafc6.qpy,,
circuits,00044a96da76c43884259b93f50e3508599bd3cfaa164c5c285617333dbcd282,qpy,21,181,708,True,21,"{""h"": 26, ""cx"": 424, ""rz"": 212, ""barrier"": 4, ""rx"": 42, ""cz"": 4}",21,HierarchicalCircuit_2gens,0,428,60.1123595505618,181,0.18812154696132594,0.6790318337279663,181,8.0,5.0,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]",14,6,109,21,10.380952380952381,1.994588552176825,0.05499582289055972,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20}",0.49530956848030017,5.423809523809524,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20}",1.6952380952380952,0.4508426966292135,None,None,None,None,None,None,0.005836963653564453,64084,181,708,"{""h"": 26, ""cx"": 424, ""rz"": 212, ""barrier"": 4, ""rx"": 42, ""cz"": 4}",None,None,None,None,None,None,None,None,None,None,0.007166385650634766,64084,189,876,"{""h"": 26, ""cx"": 424, ""rz"": 338, ""barrier"": 4, ""sx"": 84, ""cz"": 4}",0.007063388824462891,64084,189,876,"{""h"": 26, ""cx"": 424, ""rz"": 338, ""barrier"": 4, ""sx"": 84, ""cz"": 4}",None,None,None,None,None,https://inferqstorage.blob.core.windows.net/circuits/00/00044a96da76c43884259b93f50e3508599bd3cfaa164c5c285617333dbcd282.qpy,,
circuits,00046aa4e0284131f22c7bdcaeaee430baf35f63678db6964df3135e55e4489f,qpy,24,110,324,True,24,"{""h"": 15, ""cx"": 138, ""barrier"": 6, ""u3"": 2, ""cp"": 1, ""swap"": 1, ""u2"": 24, ""u"": 24, ""r"": 72, ""rz"": 34, ""rx"": 12, ""TwoLocal"": 1}",24,circuit-171746632-459221,0,140,42.42424242424242,110,0.07193675889328065,0.768560606060606,110,25.0,14.0,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]]",16,1,129,24,10.75,1.3530800483651921,0.4743083003952569,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22, ""23"": 23}",0.9952996474735605,8.152173913043478,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""10"": 10, ""11"": 11, ""12"": 12, ""13"": 13, ""14"": 14, ""15"": 15, ""16"": 16, ""17"": 17, ""18"": 18, ""19"": 19, ""20"": 20, ""21"": 21, ""22"": 22, ""23"": 23}",0.5978260869565217,0.806060606060606,None,None,None,None,None,None,0.002705812454223633,64084,107,298,"{""h"": 15, ""cx"": 138, ""barrier"": 6, ""u3"": 2, ""cp"": 1, ""u2"": 24, ""r"": 72, ""rz"": 34, ""rx"": 12}",None,None,None,None,None,None,None,None,None,None,0.005127668380737305,64084,128,618,"{""h"": 15, ""cx"": 140, ""barrier"": 6, ""rz"": 269, ""sx"": 194}",0.005115985870361328,64084,128,618,"{""h"": 15, ""cx"": 140, ""barrier"": 6, ""p"": 55, ""sx"": 194, ""rz"": 214}",None,None,None,None,None,https://inferqstorage.blob.core.windows.net/circuits/00/00046aa4e0284131f22c7bdcaeaee430baf35f63678db6964df3135e55e4489f.qpy,,
